FIT Profiler Report
Profile stats for: [LightningModule]PointTransformerLightningModule.configure_callbacks
         7 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [Callback]ModelCheckpoint{'monitor': 'val_precision', 'mode': 'max', 'every_n_train_steps': 0, 'every_n_epochs': 1, 'train_time_interval': None}.on_train_epoch_start
         10 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.000    0.000 profiler.py:55(profile)
        1    0.000    0.000    0.000    0.000 advanced.py:79(stop)
        1    0.000    0.000    0.000    0.000 trainer.py:1173(lightning_module)
        1    0.000    0.000    0.000    0.000 trainer.py:1120(strategy)
        1    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 strategy.py:360(lightning_module)
        1    0.000    0.000    0.000    0.000 callback.py:92(on_train_epoch_start)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [Callback]ModelCheckpoint{'monitor': 'val_recall', 'mode': 'max', 'every_n_train_steps': 0, 'every_n_epochs': 1, 'train_time_interval': None}.on_train_epoch_start
         10 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.000    0.000 profiler.py:55(profile)
        1    0.000    0.000    0.000    0.000 advanced.py:79(stop)
        1    0.000    0.000    0.000    0.000 trainer.py:1173(lightning_module)
        1    0.000    0.000    0.000    0.000 trainer.py:1120(strategy)
        1    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 strategy.py:360(lightning_module)
        1    0.000    0.000    0.000    0.000 callback.py:92(on_train_epoch_start)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [LightningModule]PointTransformerLightningModule.on_train_epoch_start
         7 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.000    0.000 profiler.py:55(profile)
        1    0.000    0.000    0.000    0.000 advanced.py:79(stop)
        1    0.000    0.000    0.000    0.000 hooks.py:211(on_train_epoch_start)
        1    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: run_training_epoch
         64 function calls in 16.415 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000   16.415   16.415 training_epoch_loop.py:135(run)
        1    0.000    0.000   16.415   16.415 training_epoch_loop.py:192(advance)
        1    0.000    0.000   16.415   16.415 {built-in method builtins.next}
        1    0.000    0.000   16.415   16.415 fetchers.py:119(__next__)
        1    0.000    0.000   16.415   16.415 fetchers.py:55(__next__)
        1    0.000    0.000   16.415   16.415 training_epoch_loop.py:186(_on_before_fetch)
        1    0.000    0.000   16.415   16.415 advanced.py:73(start)
        1   16.415   16.415   16.415   16.415 {method 'enable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 training_epoch_loop.py:147(reset)
        1    0.000    0.000    0.000    0.000 loop.py:32(restarting)
       18    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
        1    0.000    0.000    0.000    0.000 progress.py:204(reset_on_run)
        4    0.000    0.000    0.000    0.000 progress.py:172(reset_on_run)
        1    0.000    0.000    0.000    0.000 progress.py:282(reset_on_run)
        1    0.000    0.000    0.000    0.000 training_epoch_loop.py:116(done)
        5    0.000    0.000    0.000    0.000 progress.py:56(reset)
        1    0.000    0.000    0.000    0.000 progress.py:249(reset_on_run)
        1    0.000    0.000    0.000    0.000 training_epoch_loop.py:106(_is_training_done)
        2    0.000    0.000    0.000    0.000 progress.py:114(reset)
        3    0.000    0.000    0.000    0.000 progress.py:87(reset)
        1    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.000    0.000 training_epoch_loop.py:176(on_run_start)
        1    0.000    0.000    0.000    0.000 training_epoch_loop.py:99(global_step)
        1    0.000    0.000    0.000    0.000 training_epoch_loop.py:331(_num_ready_batches_reached)
        2    0.000    0.000    0.000    0.000 loop.py:27(restarting)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 trainer.py:1173(lightning_module)
        1    0.000    0.000    0.000    0.000 trainer.py:1462(current_epoch)
        1    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 trainer.py:1518(num_training_batches)
        1    0.000    0.000    0.000    0.000 progress.py:274(optimizer_steps)
        1    0.000    0.000    0.000    0.000 module.py:293(automatic_optimization)
        1    0.000    0.000    0.000    0.000 utilities.py:112(_is_max_limit_reached)
        1    0.000    0.000    0.000    0.000 trainer.py:1120(strategy)
        1    0.000    0.000    0.000    0.000 strategy.py:360(lightning_module)



Profile stats for: [_TrainingEpochLoop].train_dataloader_next
         14309 function calls (14264 primitive calls) in 12.308 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     25/5    0.000    0.000   12.308    2.462 {built-in method builtins.next}
        5    0.000    0.000   12.308    2.462 combined_loader.py:339(__next__)
        5    0.000    0.000   12.307    2.461 combined_loader.py:72(__next__)
        5    0.000    0.000   12.307    2.461 dataloader.py:698(__next__)
        5    0.000    0.000   12.306    2.461 dataloader.py:1418(_next_data)
       10    0.000    0.000   12.305    1.231 dataloader.py:1383(_get_data)
       12    0.000    0.000   12.305    1.025 dataloader.py:1232(_try_get_data)
       12    0.000    0.000   12.305    1.025 queues.py:98(get)
       12    0.000    0.000   12.133    1.011 connection.py:253(poll)
       12    0.000    0.000   12.133    1.011 connection.py:439(_poll)
       12    0.000    0.000   12.132    1.011 connection.py:934(wait)
       12    0.000    0.000   12.131    1.011 selectors.py:402(select)
       12   12.131    1.011   12.131    1.011 {method 'poll' of 'select.poll' objects}
       10    0.002    0.000    0.171    0.017 {built-in method _pickle.loads}
       70    0.001    0.000    0.165    0.002 reductions.py:540(rebuild_storage_fd)
       70    0.000    0.000    0.161    0.002 resource_sharer.py:55(detach)
       70    0.001    0.000    0.086    0.001 reduction.py:186(recv_handle)
       70    0.001    0.000    0.084    0.001 reduction.py:153(recvfds)
       70    0.083    0.001    0.083    0.001 {method 'recvmsg' of '_socket.socket' objects}
       70    0.001    0.000    0.074    0.001 resource_sharer.py:81(get_connection)
       70    0.001    0.000    0.066    0.001 connection.py:510(Client)
      220    0.000    0.000    0.042    0.000 connection.py:208(recv_bytes)
      220    0.001    0.000    0.041    0.000 connection.py:429(_recv_bytes)
       70    0.001    0.000    0.041    0.001 connection.py:764(answer_challenge)
      440    0.001    0.000    0.041    0.000 connection.py:390(_recv)
      440    0.040    0.000    0.040    0.000 {built-in method posix.read}
       70    0.001    0.000    0.014    0.000 connection.py:640(SocketClient)
       70    0.012    0.000    0.012    0.000 {method 'connect' of '_socket.socket' objects}
       70    0.000    0.000    0.011    0.000 connection.py:749(deliver_challenge)
      280    0.000    0.000    0.010    0.000 connection.py:406(_send_bytes)
      280    0.000    0.000    0.010    0.000 connection.py:381(_send)
      280    0.010    0.000    0.010    0.000 {built-in method posix.write}
      210    0.001    0.000    0.007    0.000 connection.py:182(send_bytes)
       70    0.000    0.000    0.006    0.000 connection.py:202(send)
       70    0.000    0.000    0.003    0.000 reductions.py:110(rebuild_tensor)
       70    0.000    0.000    0.002    0.000 _utils.py:172(_rebuild_tensor)
       70    0.000    0.000    0.002    0.000 reduction.py:48(dumps)
       70    0.002    0.000    0.002    0.000 {built-in method _new_shared_fd_cpu}
       70    0.001    0.000    0.002    0.000 reduction.py:38(__init__)
       70    0.001    0.000    0.001    0.000 {built-in method torch.empty}
      140    0.000    0.000    0.001    0.000 hmac.py:167(new)
      140    0.001    0.000    0.001    0.000 socket.py:220(__init__)
      140    0.000    0.000    0.001    0.000 hmac.py:38(__init__)
       70    0.001    0.000    0.001    0.000 reductions.py:577(rebuild_typed_storage)
       70    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
      140    0.000    0.000    0.001    0.000 hmac.py:66(_init_hmac)
      140    0.000    0.000    0.001    0.000 reductions.py:525(fd_id)
       70    0.001    0.000    0.001    0.000 {method 'set_' of 'torch._C.TensorBase' objects}
        5    0.000    0.000    0.001    0.000 profiler.py:738(__exit__)
       70    0.000    0.000    0.001    0.000 connection.py:262(__exit__)
      140    0.001    0.000    0.001    0.000 {built-in method posix.fstat}
       70    0.000    0.000    0.001    0.000 connection.py:174(close)
       70    0.000    0.000    0.001    0.000 socket.py:540(fromfd)
        5    0.000    0.000    0.001    0.000 profiler.py:732(__enter__)
        5    0.000    0.000    0.001    0.000 _ops.py:939(__call__)
       70    0.000    0.000    0.000    0.000 reductions.py:533(storage_from_cache)
      140    0.000    0.000    0.000    0.000 hmac.py:151(digest)
      140    0.000    0.000    0.000    0.000 {built-in method _hashlib.hmac_new}
       70    0.000    0.000    0.000    0.000 connection.py:376(_close)
        5    0.000    0.000    0.000    0.000 _ops.py:1105(__call__)
      140    0.000    0.000    0.000    0.000 {built-in method posix.close}
       12    0.000    0.000    0.000    0.000 selectors.py:351(register)
        5    0.000    0.000    0.000    0.000 {built-in method torch._ops.profiler._record_function_enter_new}
        5    0.000    0.000    0.000    0.000 _ops.py:993(_must_dispatch_in_python)
      140    0.000    0.000    0.000    0.000 socket.py:239(__exit__)
       70    0.000    0.000    0.000    0.000 reductions.py:77(get)
        5    0.000    0.000    0.000    0.000 _pytree.py:1197(tree_any)
        5    0.000    0.000    0.000    0.000 dataloader.py:1489(_process_data)
        5    0.000    0.000    0.000    0.000 dataloader.py:1469(_try_put_index)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.any}
       12    0.000    0.000    0.000    0.000 selectors.py:234(register)
      140    0.000    0.000    0.000    0.000 connection.py:96(address_type)
       22    0.000    0.000    0.000    0.000 process.py:153(is_alive)
      140    0.000    0.000    0.000    0.000 {method 'digest' of '_hashlib.HMAC' objects}
       70    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:405(parent)
       70    0.000    0.000    0.000    0.000 reductions.py:81(__setitem__)
       70    0.000    0.000    0.000    0.000 {method 'dump' of '_pickle.Pickler' objects}
       70    0.000    0.000    0.000    0.000 reductions.py:33(__init__)
       70    0.000    0.000    0.000    0.000 socket.py:499(close)
    35/10    0.000    0.000    0.000    0.000 _pytree.py:890(tree_iter)
       70    0.000    0.000    0.000    0.000 storage.py:766(__init__)
     1563    0.000    0.000    0.000    0.000 {built-in method builtins.len}
       70    0.000    0.000    0.000    0.000 storage.py:674(__new__)
        5    0.000    0.000    0.000    0.000 queues.py:86(put)
      669    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
       12    0.000    0.000    0.000    0.000 selectors.py:347(__init__)
      220    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
       70    0.000    0.000    0.000    0.000 socket.py:505(detach)
       12    0.000    0.000    0.000    0.000 selectors.py:202(__exit__)
       70    0.000    0.000    0.000    0.000 socket.py:495(_real_close)
       22    0.000    0.000    0.000    0.000 popen_fork.py:24(poll)
      440    0.000    0.000    0.000    0.000 {method 'write' of '_io.BytesIO' objects}
       70    0.000    0.000    0.000    0.000 {built-in method _socket.dup}
        5    0.000    0.000    0.000    0.000 profiler.py:721(__init__)
       70    0.000    0.000    0.000    0.000 connection.py:118(__init__)
       70    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        5    0.000    0.000    0.000    0.000 threading.py:366(notify)
       12    0.000    0.000    0.000    0.000 selectors.py:268(close)
       12    0.000    0.000    0.000    0.000 selectors.py:215(_fileobj_lookup)
       70    0.000    0.000    0.000    0.000 connection.py:84(_validate_family)
      594    0.000    0.000    0.000    0.000 connection.py:135(_check_closed)
       70    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       92    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        5    0.000    0.000    0.000    0.000 {built-in method torch._ops.profiler.}
       20    0.000    0.000    0.000    0.000 _pytree.py:672(_is_leaf)
       70    0.000    0.000    0.000    0.000 {method 'setblocking' of '_socket.socket' objects}
       70    0.000    0.000    0.000    0.000 process.py:213(authkey)
      280    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
       12    0.000    0.000    0.000    0.000 selectors.py:209(__init__)
       12    0.000    0.000    0.000    0.000 selectors.py:21(_fileobj_to_fd)
       35    0.000    0.000    0.000    0.000 _pytree.py:665(_get_node_type)
       22    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
       70    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
      140    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        5    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
      440    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       82    0.000    0.000    0.000    0.000 connection.py:169(fileno)
        5    0.000    0.000    0.000    0.000 _pytree.py:878(tree_unflatten)
       17    0.000    0.000    0.000    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
        5    0.000    0.000    0.000    0.000 _ops.py:995(<lambda>)
       35    0.000    0.000    0.000    0.000 _pytree.py:654(_is_namedtuple_instance)
       70    0.000    0.000    0.000    0.000 {function socket.close at 0x74db71fc3880}
       70    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
      232    0.000    0.000    0.000    0.000 connection.py:139(_check_readable)
       70    0.000    0.000    0.000    0.000 process.py:37(current_process)
       82    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x74db72c7da20}
       12    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
      280    0.000    0.000    0.000    0.000 connection.py:143(_check_writable)
        5    0.000    0.000    0.000    0.000 training_epoch_loop.py:189(_on_after_fetch)
       75    0.000    0.000    0.000    0.000 {function SharedCache.get at 0x74d8fd15c4a0}
       70    0.000    0.000    0.000    0.000 {method 'frombytes' of 'array.array' objects}
        5    0.000    0.000    0.000    0.000 dataloader.py:692(_next_index)
        5    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
       70    0.000    0.000    0.000    0.000 {built-in method _socket.CMSG_SPACE}
      145    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
       70    0.000    0.000    0.000    0.000 {method 'getbuffer' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       12    0.000    0.000    0.000    0.000 {built-in method math.ceil}
       22    0.000    0.000    0.000    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
        5    0.000    0.000    0.000    0.000 _pytree.py:801(unflatten)
      140    0.000    0.000    0.000    0.000 hmac.py:139(_current)
       70    0.000    0.000    0.000    0.000 {method '_weak_ref' of 'torch._C.StorageBase' objects}
       12    0.000    0.000    0.000    0.000 {method 'register' of 'select.poll' objects}
       12    0.000    0.000    0.000    0.000 {built-in method select.poll}
        5    0.000    0.000    0.000    0.000 advanced.py:79(stop)
        5    0.000    0.000    0.000    0.000 sampler.py:334(__iter__)
        5    0.000    0.000    0.000    0.000 _pytree.py:439(_dict_flatten)
       38    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        5    0.000    0.000    0.000    0.000 typing.py:373(inner)
       10    0.000    0.000    0.000    0.000 selectors.py:275(_key_from_fd)
       10    0.000    0.000    0.000    0.000 connection.py:950(<listcomp>)
       70    0.000    0.000    0.000    0.000 connection.py:131(__del__)
        5    0.000    0.000    0.000    0.000 threading.py:271(__enter__)
       12    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
       12    0.000    0.000    0.000    0.000 selectors.py:63(__init__)
       22    0.000    0.000    0.000    0.000 process.py:99(_check_closed)
       70    0.000    0.000    0.000    0.000 {function socket.detach at 0x74db71fc3920}
        5    0.000    0.000    0.000    0.000 threading.py:286(_is_owned)
      140    0.000    0.000    0.000    0.000 socket.py:236(__enter__)
       10    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
       10    0.000    0.000    0.000    0.000 _pytree.py:411(_tuple_flatten)
       70    0.000    0.000    0.000    0.000 connection.py:259(__enter__)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:283(__subclasshook__)
        5    0.000    0.000    0.000    0.000 threading.py:274(__exit__)
        5    0.000    0.000    0.000    0.000 _pytree.py:717(is_leaf)
        5    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
        5    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        5    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        5    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        5    0.000    0.000    0.000    0.000 _jit_internal.py:103(is_scripting)
        5    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       12    0.000    0.000    0.000    0.000 selectors.py:199(__enter__)
        5    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 {method '__exit__' of 'torch._C.DisableTorchFunctionSubclass' objects}
        5    0.000    0.000    0.000    0.000 __init__.py:128(annotate)



Profile stats for: [Callback]OccGridCallback.on_train_batch_start
         50 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        5    0.000    0.000    0.000    0.000 profiler.py:55(profile)
        5    0.000    0.000    0.000    0.000 trainer.py:1173(lightning_module)
        5    0.000    0.000    0.000    0.000 advanced.py:79(stop)
        5    0.000    0.000    0.000    0.000 trainer.py:1120(strategy)
        5    0.000    0.000    0.000    0.000 strategy.py:360(lightning_module)
        5    0.000    0.000    0.000    0.000 callback.py:76(on_train_batch_start)
        5    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        5    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}



Profile stats for: [Callback]LearningRateMonitor.on_train_batch_start
         110 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 lr_monitor.py:166(on_train_batch_start)
        5    0.000    0.000    0.000    0.000 logger_connector.py:49(should_update_logs)
        5    0.000    0.000    0.000    0.000 trainer.py:1559(_active_loop)
        5    0.000    0.000    0.000    0.000 trainer.py:1376(training)
        5    0.000    0.000    0.000    0.000 enums.py:81(__eq__)
        5    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        5    0.000    0.000    0.000    0.000 profiler.py:55(profile)
       10    0.000    0.000    0.000    0.000 enum.py:193(__get__)
        5    0.000    0.000    0.000    0.000 advanced.py:79(stop)
        5    0.000    0.000    0.000    0.000 trainer.py:1173(lightning_module)
       10    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
       10    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       10    0.000    0.000    0.000    0.000 enum.py:1257(value)
        5    0.000    0.000    0.000    0.000 trainer.py:1120(strategy)
        5    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 strategy.py:360(lightning_module)
        5    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [Callback]TQDMProgressBar.on_train_batch_start
         50 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        5    0.000    0.000    0.000    0.000 profiler.py:55(profile)
        5    0.000    0.000    0.000    0.000 advanced.py:79(stop)
        5    0.000    0.000    0.000    0.000 trainer.py:1173(lightning_module)
        5    0.000    0.000    0.000    0.000 trainer.py:1120(strategy)
        5    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 strategy.py:360(lightning_module)
        5    0.000    0.000    0.000    0.000 callback.py:76(on_train_batch_start)
        5    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [Callback]ModelSummary.on_train_batch_start
         50 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        5    0.000    0.000    0.000    0.000 profiler.py:55(profile)
        5    0.000    0.000    0.000    0.000 advanced.py:79(stop)
        5    0.000    0.000    0.000    0.000 trainer.py:1173(lightning_module)
        5    0.000    0.000    0.000    0.000 trainer.py:1120(strategy)
        5    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 strategy.py:360(lightning_module)
        5    0.000    0.000    0.000    0.000 callback.py:76(on_train_batch_start)
        5    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [Callback]ModelCheckpoint{'monitor': None, 'mode': 'min', 'every_n_train_steps': 0, 'every_n_epochs': 1, 'train_time_interval': None}.on_train_batch_start
         50 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        5    0.000    0.000    0.000    0.000 profiler.py:55(profile)
        5    0.000    0.000    0.000    0.000 advanced.py:79(stop)
        5    0.000    0.000    0.000    0.000 trainer.py:1173(lightning_module)
        5    0.000    0.000    0.000    0.000 trainer.py:1120(strategy)
        5    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 strategy.py:360(lightning_module)
        5    0.000    0.000    0.000    0.000 callback.py:76(on_train_batch_start)
        5    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [Callback]ModelCheckpoint{'monitor': 'train_loss', 'mode': 'min', 'every_n_train_steps': 0, 'every_n_epochs': 1, 'train_time_interval': None}.on_train_batch_start
         50 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        5    0.000    0.000    0.000    0.000 profiler.py:55(profile)
        5    0.000    0.000    0.000    0.000 advanced.py:79(stop)
        5    0.000    0.000    0.000    0.000 trainer.py:1173(lightning_module)
        5    0.000    0.000    0.000    0.000 trainer.py:1120(strategy)
        5    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 strategy.py:360(lightning_module)
        5    0.000    0.000    0.000    0.000 callback.py:76(on_train_batch_start)
        5    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [Callback]ModelCheckpoint{'monitor': 'train_accuracy', 'mode': 'max', 'every_n_train_steps': 0, 'every_n_epochs': 1, 'train_time_interval': None}.on_train_batch_start
         50 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        5    0.000    0.000    0.000    0.000 profiler.py:55(profile)
        5    0.000    0.000    0.000    0.000 advanced.py:79(stop)
        5    0.000    0.000    0.000    0.000 trainer.py:1173(lightning_module)
        5    0.000    0.000    0.000    0.000 trainer.py:1120(strategy)
        5    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 strategy.py:360(lightning_module)
        5    0.000    0.000    0.000    0.000 callback.py:76(on_train_batch_start)
        5    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [Callback]ModelCheckpoint{'monitor': 'train_precision', 'mode': 'max', 'every_n_train_steps': 0, 'every_n_epochs': 1, 'train_time_interval': None}.on_train_batch_start
         50 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        5    0.000    0.000    0.000    0.000 profiler.py:55(profile)
        5    0.000    0.000    0.000    0.000 advanced.py:79(stop)
        5    0.000    0.000    0.000    0.000 trainer.py:1173(lightning_module)
        5    0.000    0.000    0.000    0.000 trainer.py:1120(strategy)
        5    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 strategy.py:360(lightning_module)
        5    0.000    0.000    0.000    0.000 callback.py:76(on_train_batch_start)
        5    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [Callback]ModelCheckpoint{'monitor': 'train_recall', 'mode': 'max', 'every_n_train_steps': 0, 'every_n_epochs': 1, 'train_time_interval': None}.on_train_batch_start
         50 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        5    0.000    0.000    0.000    0.000 profiler.py:55(profile)
        5    0.000    0.000    0.000    0.000 advanced.py:79(stop)
        5    0.000    0.000    0.000    0.000 trainer.py:1173(lightning_module)
        5    0.000    0.000    0.000    0.000 callback.py:76(on_train_batch_start)
        5    0.000    0.000    0.000    0.000 trainer.py:1120(strategy)
        5    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 strategy.py:360(lightning_module)
        5    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [Callback]ModelCheckpoint{'monitor': 'val_loss', 'mode': 'min', 'every_n_train_steps': 0, 'every_n_epochs': 1, 'train_time_interval': None}.on_train_batch_start
         50 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        5    0.000    0.000    0.000    0.000 profiler.py:55(profile)
        5    0.000    0.000    0.000    0.000 advanced.py:79(stop)
        5    0.000    0.000    0.000    0.000 trainer.py:1173(lightning_module)
